,CEO,Ticker,Sector,Quarter,Year,Date,CEOScore,AnalystScore,OtherExecScore,CEO_Word_Count,Analyst_Word_Count,OtherExec_Word_Count,CEO_Sent_Count,Analyst_Sent_Count,OtherExec_Sent_Count,CEO_Pos_Fin,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile,Next_Date,Time_Delta,twenty_ret,twentyfive_ret,thirty_ret,thirtyfive_ret,revenuegrowth,nopat,nopatmargin,investedcapital,investedcapitalturnover,investedcapitalincreasedecrease,freecashflow,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,netincomeqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,ebitdamargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,debttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,noncontrollinginterestsharingratio,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoebitda,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,normalizednopat,normalizednopatmargin,pretaxincomemargin,adjweightedavebasicsharesos,adjbasiceps,adjweightedavedilutedsharesos,adjdilutedeps,adjweightedavebasicdilutedsharesos,adjbasicdilutedeps,FFR_0,FFR_60,FFR_90,FFR_120,FFR_30,T10_0,T10_60,T10_90,T10_120,T10_30,Tax_Law
266,Thomas E. Jorden,XEC,Energy,Q1,2017,2017-05-10 11:00:00,0.213,0.202,0.157,2057,1754,3555,115,119,178,3,2,1.5,0.2,0.799019908,0.662371443,0.573227698,0.718580826,0.511758713,0.942672745,0.769087491,0.690750184,0.276227463,0.784506291,2017-08-09 17:45:00,91.0,-0.019643597181931243,-0.03729796933278077,-0.24301699129714055,-0.22237878159966856,0.098861,-1046047.2,-0.000715,3261917000.0,0.4325,-246238000.0,245191952.8,45325952.8,1050968000.0,10130000.0,377528000.0,387658000.0,827158000.0,4373000.0,583281000.0,441905000.0,1629876000.0,1488500000.0,1050968000.0,3840825000.0,23.6746,17.0332,11037575514.5,12088543514.5,4.9922,6.9387,7.5397,nm,0.002708,-0.004201,3.706,8.2576,31.1835,1193.3409,nm,15.3028,49.3024,1.125592,1.002729,0.999558,0.980647,0.979921,0.13181,1.918319,-0.07019,0.164295,3.296117,1.018051,0.997212,0.886566,0.883562,0.262218,3.178156,0.088116,0.819367,0.264808,-0.000777,0.00692,-0.031677,0.180633,0.053308,0.0,0.820143,0.920006,-4.975716,0.079994,0.315,5.7262,6.439,0.4805,4.2167,63.7416,56.686,86.5614,33.8661,0.403,1.9264,-9.5851,0.6732,0.7372,-0.000309,0.046613,-0.046922,-0.018911,-0.01922,0.072434,0.00218,-0.009978,0.0,-0.01922,-0.65766,-0.659838,0.955027,0.036809,0.387547,0.424356,0.0,0.0,0.575644,4.2044,2.7111,3.8397,-1558.1285,-1004.7042,-1422.9759,3.3158,0.1673,-0.0173,-13.497,-13.6816,13.0498,-0.6145,4.0505,1.8711,1.7702,0.002987,0.398437,0.301864,397644224.0,0.27163,-0.034431,93389000.0,nm,93389000.0,nm,93389000.0,nm,0.25,,0.25,0.25,0.0,-0.16999999999999993,,0.010000000000000231,0.03000000000000025,0.040000000000000036,0.0
267,Tom Jorden,XEC,Energy,Q2,2017,2017-08-09 17:45:00,0.16,0.111,0.134,1954,1113,3415,104,47,130,0,3,0.0,-1.0,0.817473347,0.652812323,0.551393494,0.715666955,0.483126304,0.984442749,0.702253662,0.503462929,0.252264067,0.61010081,2017-11-08 15:53:00,90.0,-0.032934427850855486,-0.04500049451092866,0.08169320541983983,0.13302343981802,0.343628,311345599.0,0.192011,3421200000.0,0.4831,130133000.0,181212599.0,46001599.0,1109445000.0,530455000.0,383326000.0,913781000.0,948613000.0,25003000.0,544598000.0,401655000.0,1629040000.0,1486097000.0,1109445000.0,3940795000.0,24.7506,18.1101,8691010423.7,9800455423.7,3.7595,5.138,5.3599,32.7537,0.003439,0.030531,2.8646,6.0441,10.7252,18.4756,31.4777,10.736,54.0826,1.352256,1.170892,1.157451,1.131988,1.132768,0.593215,1.685049,0.039541,0.107642,1.357183,51.364758,298.640106,6.722074,6.529412,0.155584,-0.260936,0.048831,0.82415,0.563541,0.320054,0.327138,0.163641,0.17585,0.047102,0.0,0.504096,0.599932,0.833794,0.400068,0.3566,5.7381,6.843,0.5459,3.9769,63.6094,53.3392,91.779,25.1696,0.4408,1.9523,1.6278,0.6428,0.7047,0.092769,0.044799,0.047971,0.021148,0.113917,0.053994,0.11665,0.058351,0.0,0.113917,0.115028,0.115409,0.962313,0.036273,0.377106,0.413379,0.0,0.0,0.586621,1.7827,1.2141,1.6263,5.2323,3.5634,4.7731,3.0182,6.0166,3.5314,-4.7429,-7.2281,10.354,-0.4055,2.0554,1.7633,1.625,0.01542,0.335861,0.247706,366884319.8,0.226262,0.272766,93402000.0,2.82,93402000.0,2.82,93402000.0,2.82,0.2499999999999999,,0.2499999999999999,0.2499999999999999,0.0,0.03000000000000025,,-0.1499999999999999,-0.07999999999999963,-0.13999999999999968,0.0
268,Thomas E. Jorden,XEC,Energy,Q3,2017,2017-11-08 15:53:00,0.137,0.139,0.123,2141,1905,4114,131,138,232,0,2,0.0,-1.0,0.805486199,0.657629314,0.565894119,0.730218917,0.498347675,0.962474131,0.737015619,0.630672399,0.381578793,0.708702957,2018-02-16 11:10:00,99.0,0.006643720483470729,-0.07524213559593376,-0.04922756743776519,0.007204034259185075,0.474513,411395082.3,0.235155,3620342000.0,0.5108,390619000.0,20776082.300000012,43979082.3,1218279000.0,684780000.0,404445000.0,1089225000.0,1113712000.0,33277000.0,456085000.0,301507000.0,1641087000.0,1486509000.0,1218279000.0,4043150000.0,25.6902,19.0568,10528300765.4,11746579765.4,4.383,5.9087,6.018,28.655,0.003552,0.034898,3.2446,6.7144,10.7843,17.1538,28.553,12.4849,565.3895,1.7203,1.355405,1.335801,1.292122,1.296578,0.594769,1.069846,0.120945,0.078917,0.191998,0.290929,0.321345,0.384678,0.382979,0.030676,-0.88535,0.058208,0.823828,0.622605,0.384437,0.391423,0.210016,0.176172,0.044183,0.0,0.439391,0.611687,0.877158,0.388313,0.3759,5.5524,6.8908,0.5698,4.3313,65.7377,52.9688,84.2702,34.4362,0.4466,1.9656,1.7241,0.6188,0.6832,0.120114,0.041593,0.078521,0.035066,0.15518,0.006066,0.147141,0.078948,0.0,0.15518,0.083077,0.083352,0.844802,0.038232,0.367661,0.405893,0.0,0.0,0.594107,1.5067,1.1185,1.3647,3.9891,2.9613,3.6133,3.4755,8.1405,4.8906,-5.099,-8.349,11.1848,-2.0548,0.247,1.5088,1.3938,0.019021,0.2607,0.172343,403432139.0,0.230603,0.343339,93501000.0,3.9,93501000.0,3.9,93501000.0,3.9,0.0,,0.0,0.0,,0.2599999999999998,,0.11999999999999966,-0.050000000000000266,,0.0
269,Thomas E. Jorden,XEC,Energy,Q4,2017,2018-02-16 11:10:00,0.161,0.173,0.154,2841,1948,4373,126,98,153,2,1,2.0,0.333333333,0.803216666,0.691695313,0.560308098,0.752346038,0.518400856,0.956280316,0.913804535,0.582562674,0.60073745,0.817354867,2018-05-09 11:00:00,81.0,-0.01324104724646397,-0.013541980138429074,-0.08285685625438852,0.00902798675895281,0.525635,544137650.2,0.283664,3841937000.0,0.5609,844170000.0,-300032349.79999995,49808650.2,1273659000.0,762056000.0,446031000.0,1208087000.0,1232225000.0,42800000.0,443334000.0,256061000.0,1674193000.0,1486920000.0,1273659000.0,4242471000.0,27.4782,20.8423,11304224926.9,12577883926.9,4.4015,5.8029,5.893,22.8678,0.003307,0.04373,3.2738,6.557,10.4114,16.5052,23.1153,11.4703,nm,8.155557,2.357953,2.45049,2.209211,2.184932,0.752122,-1.665329,0.2816,0.096478,0.109125,0.112848,0.322664,0.34542,0.330769,0.165484,-15.441238,0.061208,0.84464,0.629786,0.391354,0.397266,0.257698,0.15536,0.041703,0.0,0.453286,0.724827,0.894942,0.275173,0.4134,5.2215,7.1757,0.6381,3.4479,69.9027,50.8663,105.8625,14.9065,0.4833,2.0125,1.8011,0.579,0.6519,0.159111,0.044703,0.114409,0.055289,0.214401,-0.087733,0.16423,0.106532,0.0,0.214401,0.061765,0.121061,0.889906,0.044142,0.350484,0.394627,0.0,0.0,0.605373,1.3858,1.0543,1.2308,3.0768,2.3407,2.7326,3.6259,9.5186,6.7966,-5.8727,-8.5946,13.6968,-1.6945,-3.7476,1.3768,1.2665,0.022312,0.231114,0.133487,544137650.2,0.283664,0.35553,93466000.0,5.19,93466000.0,5.19,93466000.0,5.19,0.26,0.0,,0.26,0.0,0.52,0.48,,0.54,0.30000000000000027,1.0
270,Thomas E. Jorden,XEC,Energy,Q1,2018,2018-05-09 11:00:00,0.155,0.143,0.159,2517,2614,4964,114,155,189,0,4,0.0,-1.0,0.798134183,0.658570963,0.585202723,0.728515392,0.496001248,0.939413733,0.743560401,0.778261306,0.365352462,0.694264688,2018-08-08 17:19:00,91.0,0.0023567988523413236,0.014345732144686868,-0.03914335485193163,0.02438774464596778,0.392293,598749875.9,0.293763,3969808000.0,0.5637,707891000.0,-109141124.10000002,49074875.9,1218215000.0,793607000.0,483074000.0,1276681000.0,1243452000.0,50577000.0,514387000.0,319692000.0,1682025000.0,1487330000.0,1218215000.0,4433618000.0,29.3663,22.7469,8691167700.1,9909382700.1,3.1586,4.0778,4.2641,15.8115,0.004312,0.063245,2.4962,4.8618,7.7618,12.4865,16.5501,8.0555,nm,2.293318,77.342251,573.392791,12.853597,12.313725,0.557226,-1.445125,0.217017,0.062535,0.056779,0.041402,0.100365,0.111962,0.111753,0.121816,0.636235,0.033283,0.853593,0.626375,0.382644,0.389365,0.269686,0.146407,0.041842,0.0,0.470949,0.767719,0.902191,0.232281,0.4222,5.5507,6.5076,0.6371,3.1984,65.7569,56.0879,114.12,7.7248,0.4573,1.9454,1.7552,0.5405,0.6113,0.16559,0.043253,0.122336,0.05594,0.22153,-0.030184,0.164404,0.113871,0.0,0.22153,0.055591,0.108917,0.989297,0.043913,0.335466,0.37938,0.0,0.0,0.62062,1.3175,0.9542,1.165,2.8092,2.0346,2.4841,3.0334,10.224,7.7137,-5.7953,-8.3057,15.8479,-0.1715,-1.4061,1.4856,1.3353,0.024814,0.252372,0.15685,598749875.9,0.293763,0.351282,93699000.0,5.77,93699000.0,5.77,93699000.0,5.77,0.28,,0.28,0.28,0.010000000000000009,0.10000000000000009,,0.1499999999999999,0.4500000000000002,0.2200000000000002,1.0
272,Pierre Nanterme,ACN,Information Technology,Q2,2017,2017-03-23 13:17:00,0.165,0.239,0.175,2927,841,2506,105,43,100,6,1,6.0,0.714285714,0.815991121,0.67648125,0.588764125,0.70858923,0.505090171,0.982535455,0.850450007,0.801263855,0.198938867,0.74831836,2017-06-22 13:51:00,91.0,-0.014903129657227994,-0.0021526742838218673,0.00612684219241592,0.017469779764861727,0.06566,3849552249.5,0.107823,5210917000.0,7.5048,907267000.0,2942285249.5,-178468750.5,-3404232000.0,5183279000.0,749665000.0,5932944000.0,432709000.0,-827191000.0,2414173000.0,2411229000.0,27490000.0,24546000.0,-3404232000.0,8642639000.0,12.0473,5.6578,77957156194.5,75203828194.5,9.7884,20.8428,2.1835,20.4628,0.019589,0.048869,14.432,2.1064,12.6756,14.5089,19.5357,15.3523,25.5597,0.034632,0.025872,0.100022,0.031003,0.043478,0.221754,0.773968,0.210813,0.010333,-0.076517,-0.089043,-0.016938,-0.112902,-0.111111,-0.041012,-0.156067,0.392382,0.296318,0.166178,0.139255,0.14518,0.112822,0.703682,0.055259,0.0,0.157063,0.774285,1.00366,0.225715,1.8679,8.4619,nm,39.1294,21.6939,43.1345,0.0,16.825,26.3096,-0.4049,2.3909,2.3996,0.0028,0.0032,0.809191,0.055133,0.754058,-0.305332,0.50386,0.61848,0.271187,0.210745,0.075851,0.465641,0.373034,0.999101,11.320617,0.000341,0.00284,0.003181,0.0,0.075313,0.921506,0.0046,-0.5738,0.0041,0.0071,-0.8843,0.0064,7.4786,352.9161,262.1061,323.4541,232.6441,333.5285,304.0665,200.3326,1.2887,0.9211,-0.023169,0.067619,0.067537,3849552249.5,0.107823,0.145711,621999948.0,6.12,661079375.0,6.0,621300000.0,6.12,0.25,,0.25,0.5,0.25,-0.06999999999999984,,-0.13999999999999968,0.050000000000000266,-0.020000000000000018,0.0
273,Pierre Nanterme,ACN,Information Technology,Q3,2017,2017-06-22 13:51:00,0.197,0.145,0.126,3742,1158,2004,132,46,82,11,3,3.666666667,0.571428571,0.826856803,0.668888176,0.584769146,0.698537457,0.498834074,0.992847474,0.80936715,0.775360629,0.136044751,0.711655631,2017-09-28 15:01:00,98.0,0.0049123956115932075,0.006959227116423729,0.06598984771573595,0.05935811364008503,0.055373,3583485596.1,0.099293,5320022000.0,7.6606,1217765000.0,2365720596.1,-199053403.9,-3556638000.0,4763007000.0,763135000.0,5526142000.0,474502000.0,-1330495000.0,2054352000.0,2051410000.0,27674000.0,24732000.0,-3556638000.0,8904334000.0,12.3979,5.3985,79756972748.6,76909638748.6,9.7653,22.4266,2.2099,22.2665,0.029074,0.04491,14.4566,2.131,13.9174,16.1473,21.4622,15.0889,32.51,-0.066848,-0.086254,-0.007441,-0.056005,-0.047297,0.21648,0.226265,0.296852,0.01086,-0.068567,-0.081082,-0.069116,-0.060944,-0.06,0.040539,-0.195958,0.020938,0.299233,0.15312,0.125554,0.131975,0.104808,0.700767,0.057391,0.0,0.173679,0.790839,1.004186,0.209161,1.7899,8.2228,nm,37.5038,20.8621,44.3887,0.0,17.4958,26.8929,-0.4318,2.4318,2.442,0.0028,0.0031,0.760641,0.055594,0.705047,-0.304452,0.456189,0.502155,0.236221,0.187595,0.077701,0.420742,0.414425,1.110292,10.742033,0.00033,0.002778,0.003108,0.0,0.079658,0.917234,0.005,-0.6436,0.0045,0.0077,-0.9925,0.0069,7.0572,326.4793,245.6293,293.9547,213.1046,349.3808,316.8561,162.1578,1.2241,0.8585,-0.036866,0.056923,0.056841,3986649819.8,0.110464,0.132528,619436804.0,5.76,658770425.0,5.64,619900000.0,5.76,0.2499999999999999,,0.2499999999999999,0.4999999999999999,0.2499999999999999,-0.0900000000000003,,-0.25,-0.27,-0.14000000000000012,0.0
274,Pierre Nanterme,ACN,Information Technology,Q4,2017,2017-09-28 15:01:00,0.166,0.142,0.144,3290,1332,2211,137,97,90,4,0,inf,1.0,0.819284924,0.674044098,0.593656834,0.698362352,0.51789429,0.986528645,0.83796087,0.830410388,0.135085678,0.814965584,2017-12-21 12:31:00,83.0,-0.013439485793587053,-0.005039807172595119,0.05054415309327307,0.07055730041633188,0.05655,3647985693.7,0.099223,5393789000.0,8.6474,2284300000.0,1363685693.6999998,13053693.7,-4316411000.0,4593637000.0,801789000.0,5395426000.0,505656000.0,-1853954000.0,2275917000.0,2273010000.0,25070000.0,22163000.0,-4316411000.0,9735270000.0,13.5503,5.9763,84002736200.3,80447048200.3,9.3863,21.282,2.2848,24.3829,0.027676,0.041012,14.9148,2.1881,14.9102,17.5127,22.0525,16.1766,58.9924,-0.146077,-0.178144,-0.023026,-0.164307,-0.156589,0.065484,-0.528339,0.734622,0.018712,-0.023654,-0.035559,0.017999,-0.039023,-0.035461,-0.024343,-0.423564,0.013866,0.300023,0.146753,0.126004,0.124944,0.098868,0.699977,0.058038,0.0,0.174019,0.787458,1.004875,0.212542,1.6982,8.5092,nm,35.0625,18.3436,42.895,0.0,19.898,22.997,-0.5249,2.419,2.4308,0.0023,0.0026,0.858019,-0.002778,0.860797,-0.451871,0.406147,0.320744,0.212183,0.1679,0.077926,0.374498,0.431254,1.16003,9.834826,0.000299,0.002277,0.002575,0.0,0.078141,0.919284,0.0046,-0.8,0.0041,0.0069,-1.1832,0.0061,6.7287,295.5058,234.6726,262.9772,202.1441,319.9124,287.3839,87.725,1.2314,0.8855,-0.050426,0.061904,0.061825,3647985693.7,0.099223,0.125553,620104250.0,5.56,660463227.0,5.44,619600000.0,5.56,0.0,,0.09999999999999987,0.32999999999999996,0.0,0.010000000000000231,,0.0,0.10000000000000009,0.18000000000000016,0.0
275,Pierre Nanterme,ACN,Information Technology,Q1,2018,2017-12-21 12:31:00,0.217,0.183,0.144,2420,1447,2578,110,83,129,1,0,inf,1.0,0.821301035,0.672350893,0.626112698,0.695286296,0.523646473,0.988561866,0.828895275,0.953823462,0.118991316,0.840953558,2018-03-22 16:32:00,91.0,-0.010290050807126005,-0.015435076210688826,-0.005145025403563003,0.0355006752845841,0.065283,3779311385.4,0.100396,6009060000.0,7.7207,2266613000.0,1512698385.4,15586385.4,-3884377000.0,4755160000.0,846989000.0,5602149000.0,553803000.0,-1238599000.0,2443794000.0,2440815000.0,25205000.0,22226000.0,-3884377000.0,9918642000.0,13.861,6.1273,95453552838.7,92360482838.7,10.4869,23.7233,2.5357,26.7802,0.025798,0.037341,15.3702,2.4535,16.4866,19.4232,24.4384,18.8684,61.0568,-0.128007,-0.164285,-0.034875,-0.171108,-0.162963,-0.041705,-0.566114,0.60565,0.0239,0.038314,0.035162,0.036,0.035432,0.038603,-0.015693,0.109272,0.11407,0.301896,0.148818,0.127479,0.126319,0.099982,0.698104,0.058158,0.0,0.174417,0.787549,1.005021,0.212451,1.734,8.1132,nm,36.0601,21.1908,44.9882,0.0,17.2244,27.7637,-0.4561,2.4218,2.434,0.0022,0.0025,0.775124,-0.003813,0.778936,-0.355243,0.419881,0.310249,0.219041,0.173372,0.078559,0.386896,0.434693,1.131942,8.838874,0.0003,0.002241,0.002541,0.0,0.07978,0.917679,0.0045,-0.6934,0.004,0.0067,-1.0278,0.0059,7.2747,276.3985,219.6763,244.2081,187.486,284.5266,252.3362,87.9271,1.2475,0.8784,-0.032903,0.064918,0.064839,3779311385.4,0.100396,0.126953,615835525.0,5.76,656671417.0,5.65,617400000.0,5.76,0.26,,0.26,0.26,0.26,0.08999999999999986,,0.2200000000000002,0.31000000000000005,0.1200000000000001,0.0
276,Pierre Nanterme,ACN,Information Technology,Q2,2018,2018-03-22 16:32:00,0.173,0.106,0.12,2462,1060,2237,105,47,88,3,2,1.5,0.2,0.806827227,0.644195593,0.606473298,0.678885749,0.503469695,0.965783981,0.635383858,0.893066285,0.055626182,0.739063537,2018-06-28 14:30:00,97.0,-0.026300138769576542,0.014339522896980025,0.013943038392916045,0.03079362981563468,0.086516,3835442859.1,0.098874,6650257000.0,6.5409,1439340000.0,2396102859.1,39385859.1,-3788169000.0,4880580000.0,879846000.0,5760426000.0,590235000.0,-678547000.0,2919950000.0,2917036000.0,28837000.0,25923000.0,-3788169000.0,10467263000.0,14.7575,6.7008,103750035807.1,100717605807.1,10.715,23.5984,2.6746,28.9055,0.023715,0.034595,15.1449,2.5964,17.4844,20.6364,26.2597,17.781,42.0339,-0.029078,-0.058399,-0.003665,-0.057588,-0.051667,0.156336,-0.185632,0.276216,0.030471,0.028253,0.026376,0.014852,0.00859,0.00708,0.157172,0.583992,0.106705,0.30213,0.148498,0.127766,0.125817,0.097859,0.69787,0.05826,0.0,0.174364,0.773865,1.005069,0.226135,1.7954,8.1813,nm,35.841,20.9833,44.6141,0.0,17.3948,27.2194,-0.3775,2.2679,2.2794,0.0025,0.0028,0.646722,-0.010952,0.657674,-0.248261,0.398461,0.404025,0.225891,0.175696,0.073826,0.369045,0.430991,1.119219,9.596769,0.000278,0.002477,0.002755,0.0,0.0722,0.925045,0.005,-0.6576,0.0045,0.0075,-0.9877,0.0068,7.9213,285.9491,224.7154,251.3678,190.134,331.8695,297.2881,140.3857,1.3114,0.9211,-0.017492,0.075273,0.075198,3835442859.1,0.098874,0.126454,617854667.0,5.81,656118796.0,5.69,616900000.0,5.81,0.26,,0.26,0.52,0.26,0.18999999999999995,,0.3500000000000001,0.5100000000000002,-0.04999999999999982,1.0
277,Pierre Nanterme,ACN,Information Technology,Q3,2018,2018-06-28 14:30:00,0.208,0.234,0.184,3029,1432,2316,142,95,125,3,0,inf,1.0,0.821326488,0.652451799,0.595169365,0.672478987,0.516744672,0.98858573,0.699569784,0.838835599,0.039736918,0.809471644,2018-09-27 13:00:00,90.0,-0.0036543029417138335,0.0019489615689140215,-0.021377672209026075,0.02972166392593943,0.115909,4198679673.5,0.104255,6040871000.0,7.0898,720849000.0,3477830673.5,49282673.5,-4111865000.0,5616826000.0,923755000.0,6540581000.0,622419000.0,-1145990000.0,2786116000.0,2783276000.0,28798000.0,25958000.0,-4111865000.0,10181534000.0,14.9669,6.9081,101019226359.6,97262772359.6,10.3109,22.3393,2.5083,25.4916,0.017237,0.039229,16.1008,2.4151,14.8707,17.3163,23.1651,16.5997,27.9665,0.183571,0.17926,0.171675,0.096987,0.106383,0.149535,0.470094,0.135497,0.038206,0.135434,0.150852,0.094705,0.093081,0.096661,0.03442,0.451453,-0.091633,0.301179,0.162405,0.141794,0.139468,0.103031,0.698821,0.057211,0.0,0.159386,0.735255,1.004745,0.264745,1.8147,8.5135,nm,35.4838,21.0019,42.8732,0.0,17.3794,25.4938,-0.403,2.3325,2.3436,0.0026,0.0028,0.739146,-0.012853,0.751999,-0.303042,0.436104,0.612246,0.253088,0.186967,0.055951,0.411703,0.411801,1.073129,9.413779,0.000279,0.00255,0.002828,0.0,0.034907,0.962264,0.0044,-0.6287,0.004,0.0069,-0.9793,0.0062,7.8001,291.1178,217.6158,258.858,185.3561,303.6859,271.4261,180.2545,1.2913,0.9335,-0.028455,0.06918,0.06911,3823851811.1,0.094948,0.14013,639217344.0,6.36,654600026.0,6.24,639900000.0,6.36,0.20999999999999996,,0.24,0.5599999999999998,0.20999999999999996,0.09999999999999964,,,-0.03000000000000025,0.06999999999999984,1.0
279,Terry Considine,AIV,Real Estate,Q1,2017,2017-04-28 19:30:00,0.096,0.099,0.109,1455,1495,2362,46,62,97,1,1,1.0,0.0,0.79224414,0.618428415,0.586022909,0.678112091,0.48848247,0.913933952,0.418273414,0.783689496,0.053475516,0.646019852,2017-07-29 10:25:00,91.0,-0.00596193533593208,0.008025682182985586,0.012382481082320549,-0.009860123824810817,0.013896,476720840.2,0.590284,5909019000.0,0.1387,170163000.0,306557840.2,6177840.2,3971036000.0,458795000.0,345466000.0,804261000.0,349220000.0,,,,3971036000.0,3901336000.0,3832413000.0,5909019000.0,9.9719,9.9719,6296581865.3,10503841865.3,4.0282,4.0282,7.7965,15.507,0.040559,0.064487,1.7776,13.006,13.0602,22.8944,22.0335,27.9245,34.2638,1.06844,5.37729,3.80998,1.379869,1.385321,0.018849,0.791617,0.029651,0.000435,0.002123,-0.012135,-0.013558,-0.026341,-0.026217,-0.000927,0.219034,-0.004003,,0.995849,,0.568088,0.582634,,0.439988,,0.431912,1.02474,1.000846,-0.039072,0.131,,,0.1433,,,,,,2.0985,3.2798,3.2826,2.0131,2.0491,0.081855,0.001566,0.080289,0.168483,0.250339,0.052638,0.074421,0.076327,0.20006,0.200256,0.543121,0.543121,1.07712,0.011796,0.660234,0.67203,0.021154,0.042282,0.264534,4.9375,4.7651,4.8508,8.3299,8.0391,8.1837,,2.3332,2.4244,0.5572,0.6484,1.9129,0.137,1.559,,,,,,321156500.0,0.397661,0.568568,151532634.0,2.68,152012662.0,2.68,159233443.0,2.68,0.16999999999999993,0.16999999999999993,,0.16999999999999993,-0.08000000000000007,-0.20000000000000018,-0.06999999999999984,,-0.20000000000000018,-0.10000000000000009,0.0
280,Terry Considine,AIV,Real Estate,Q2,2017,2017-07-29 10:25:00,0.064,0.145,0.087,1133,3242,2882,35,172,130,0,2,0.0,-1.0,0.775773535,0.603838915,0.617648804,0.707374204,0.490140063,0.802198013,0.301839347,0.932339052,0.190520245,0.656894209,2017-10-27 16:42:00,90.0,-0.0004384042086803161,-0.0004384042086803161,-0.001096010521700946,-0.03814116615519498,0.004807,472264365.8,0.584708,5921209000.0,0.136,-39468000.0,511732365.8,226083365.8,4341573000.0,456270000.0,353941000.0,810211000.0,357003000.0,,,,4341573000.0,4095853000.0,4208192000.0,5921209000.0,8.7388,8.7388,6150356230.3,10573900230.3,4.4909,4.4909,7.6147,30.6736,0.042254,0.032601,1.7858,13.0915,13.0508,23.1747,22.3898,28.0295,20.6629,1.056389,5.37391,3.801898,-0.343488,-0.393365,-0.005562,6.667434,-0.006621,9.8e-05,0.007398,-0.005504,-0.009348,-0.476815,-0.507692,0.002898,0.669285,0.002063,,1.003119,,0.564906,0.304796,,0.438104,,0.435094,0.544706,0.990536,-0.035055,0.1295,,,0.1437,,,,,,2.3146,3.4797,3.4467,2.5929,2.7485,0.079493,0.054496,0.024997,0.057859,0.137352,0.086137,0.073159,0.039473,0.168256,0.114242,1.054793,1.054793,1.056691,0.041498,0.691726,0.733224,0.021111,0.015259,0.231288,5.3586,5.1939,5.0553,9.1931,8.9107,8.6728,,2.3446,2.4268,0.5101,0.5923,1.9385,0.104,2.6296,,,,,,319389000.0,0.395434,0.55956,151577243.0,1.32,151974841.0,1.32,153608875.0,1.32,0.32999999999999996,0.2499999999999999,,0.33999999999999997,0.0,0.009999999999999787,0.08999999999999986,,-0.10000000000000009,0.029999999999999805,0.0
