,Unnamed: 0,CEO,Ticker,Sector,Quarter,Year,Date,OtherExecScore,Analyst_Word_Count,Analyst_Sent_Count,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile,Next_Date,Time_Delta,twenty_ret,twentyfive_ret,thirty_ret,thirtyfive_ret,revenuegrowth,nopat,nopatmargin,investedcapital,investedcapitalturnover,investedcapitalincreasedecrease,freecashflow,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,netincomeqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,ebitdamargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,debttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,noncontrollinginterestsharingratio,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoebitda,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,normalizednopat,normalizednopatmargin,pretaxincomemargin,adjweightedavebasicsharesos,adjbasiceps,adjweightedavedilutedsharesos,adjdilutedeps,adjweightedavebasicdilutedsharesos,adjbasicdilutedeps,FFR_0,FFR_60,FFR_90,FFR_120,FFR_30,T10_0,T10_60,T10_90,T10_120,T10_30,Tax_Law,CEOScore_sqrt,CEO_Word_Count_sqrt,CEO_Sent_Count_sqrt,OtherExec_Sent_Count_sqrt,CEO_Pos_Fin_sqrt,AnalystScore_pwr,OtherExec_Word_Count_pwr
302,361,Fabrizio Freda,EL,Consumer Staples,Q2,2018,2/2/2018 17:31,1.168,1515,55,1,inf,3,1.820900286,1.647784281,1.583601094,1.650310556,1.519167263,0.988180386,0.663885191,0.76744008,0.010405948,0.820932914,5/2/2018 9:30,88,0.006746627,0.01011994,0.093403298,0.14167916,0.122451,1133599568,0.088777,4765000000,2.5705,-405000000,1538599568,48599568.3,176000000,1935000000,502000000,2437000000,559000000,486000000,2985000000,2572000000,3787000000,3374000000,176000000,8376000000,12.1377,3.5549,47189437666,47389437666,10.3372,35.295,3.6956,43.8156,0.011158,0.022823,9.9453,3.7113,19.4458,24.4907,41.8044,19.623,30.8004,0.22278,0.238796,0.003479,-0.00184,-0.00346,0.46275,3.444045,-0.078337,0.043816,0.047271,0.050489,-0.219861,-0.219424,-0.221622,0.188484,4.976473,-0.175035,0.791056,0.190853,0.151617,0.151539,0.084971,0.208944,0.618764,0,0.639439,0.585537,0.957623,0.414463,1.0723,7.9632,1.9596,7.76,3.938,45.8358,186.2622,92.6865,139.4115,0.1832,2.8363,2.7161,0.7352,0.8252,0.228203,0.063198,0.165005,0.030222,0.258426,0.309733,0.162496,0.091115,0.004645,0.257225,0.480184,0.893088,4.320215,0.049308,0.402818,0.452125,0,0.002865,0.54501,1.554,0.0722,1.3845,3.3407,0.1553,2.9764,6.2672,15.7317,9.2163,11.187,4.6715,19.6341,15.0894,12.5089,1.7558,1.2336,0.038061,0.233769,0.201425,1288181328,0.100883,0.145117,368700000,2.92,376100000,2.88,372700000,2.92,0.26,0.26,,0.26,0,0.5,0.47,,0.49,0.4,1,0.437035468,49.61854492,9.899494937,7.708203932,3.645751311,1.064276205,73.41164017
304,365,Muhtar Kent,KO,Consumer Staples,Q4,2016,2/9/2017 13:04,1.102,2107,103,1,inf,3,1.815948624,1.608662888,1.573827726,1.653473317,1.505601158,0.982477949,0.338818577,0.695473013,0.012813352,0.751200331,4/26/2017 2:25,75,-0.010726475,0.004388103,0.026816187,0.049975622,-0.054883,6969438299,0.166482,30189000000,1.3589,-1236000000,8205438299,419438298.9,6969000000,7392000000,1787000000,9179000000,2112000000,1302000000,23503000000,7478000000,45709000000,29684000000,6259000000,68929000000,5.281,0.4429,1.67966E+11,1.74383E+11,7.2832,86.8491,4.0123,25.7341,0.036399,0.038859,5.7764,4.1656,18.9981,23.5908,25.0211,19.8343,21.2521,-0.189778,-0.210172,0.041235,-0.110779,-0.107784,-0.164894,-0.295878,-0.039332,-0.013921,-0.104138,-0.119581,0.003293,-0.095179,-0.09697,-0.007787,-0.239855,0.074648,0.606693,0.219263,0.206794,0.176576,0.156463,0.393307,0.3999,0,0.3999,0.805064,1.100649,0.194936,0.4723,10.7382,5.9046,3.6079,1.7196,33.9907,61.8161,212.2609,-116.454,0.2578,3.6189,3.9831,1.2784,1.9685,0.226229,0.066419,0.15981,0.041205,0.267434,0.26635,0.0834,0.0739,0.007513,0.265425,0.922595,1.48458,4.162879,0.232486,0.430646,0.663132,0,0.002292,0.334576,4.9797,0.6819,3.2339,6.5585,0.8981,4.2592,3.4863,10.0846,9.5081,7.2033,6.6268,11.9945,9.1132,11.1943,1.2818,0.9821,0.031101,0.561427,0.17863,6969438299,0.166482,0.194348,4317000000,1.51,4367000000,1.49,4322500000,1.51,0.25,,,0.25,0,0.25,,,0.61,0.02,0,0.325576412,40.04996879,8.366600265,11.81665383,2.732050808,1.050661539,109.0188752
305,366,James Quincey,KO,Consumer Staples,Q1,2017,4/26/2017 2:25,1.191,2058,118,5,1,2,1.817510034,1.642865358,1.548062871,1.649904389,1.519504496,0.984487596,0.624615724,0.473705713,0.010127337,0.822493248,7/26/2017 14:17,91,-0.003706278,0.003474635,0.045401899,0.038452629,-0.072176,6828937798,0.167791,23765000000,1.4236,-9647000000,16475937798,587937798.4,698000000,7021000000,1657000000,8678000000,2029000000,2301000000,27506000000,11595000000,47449000000,31538000000,4261000000,70516000000,5.2783,0.9481,1.72139E+11,1.76591E+11,7.5249,41.8932,4.2296,27.6485,0.035752,0.036168,7.4307,4.339,20.3493,25.1519,25.8593,19.7265,10.7181,-0.199594,-0.20997,0.039585,-0.144248,-0.144578,-0.063402,0.61943,-0.288729,-0.027805,-0.054581,-0.050189,-0.02016,-0.047176,-0.04698,0.018198,1.007929,-0.212793,0.609106,0.213224,0.208334,0.17251,0.153345,0.390894,0.401288,0,0.400772,0.805394,1.103689,0.194606,0.4461,10.3705,5.3593,3.6405,1.6007,35.196,68.1063,228.0189,-124.7166,0.1863,3.7859,4.1784,1.3672,2.057,0.23887,0.130929,0.107941,0.020114,0.258984,0.576313,0.076958,0.068408,0.008424,0.256802,0.727127,1.407467,4.412026,0.225637,0.447246,0.672883,0,0.002709,0.324409,5.4677,0.491,3.6342,6.9482,0.624,4.6183,3.3681,8.9554,8.7104,6.3673,6.1224,11.4184,8.8304,21.0152,1.4046,1.0088,0.056537,0.67584,0.284896,6812024519,0.167376,0.190398,4287000000,1.45,4334000000,1.42,4221400000,1.45,0.25,,0.25,0.25,0,0.01,,-0.19,-0.25,-0.06,0,0.350713558,65.99242381,14.76482306,6.099019514,3,1.045784548,40.80254008
309,370,James Quincey,KO,Consumer Staples,Q1,2018,4/24/2018 15:12,1.111,6789,358,10,1,2,1.829100033,1.628674381,1.545653294,1.641967479,1.50012111,0.99412846,0.505331887,0.452259138,0.005847032,0.719399713,7/25/2018 12:51,91,-0.007253159,-0.003509593,0.016846046,0.007721104,-0.166613,1396049095,0.04116,21036000000,1.5142,-2729000000,4125049095,-102950905.5,-581000000,6163000000,1202000000,7365000000,1378000000,4344000000,25717000000,6562000000,48947000000,29792000000,5057000000,70564000000,4.5541,0.6015,1.80906E+11,1.8797E+11,9.2252,69.8479,5.3336,126.1548,0.035704,0.007927,8.9356,5.5419,25.5221,30.4998,134.6443,27.7283,45.5679,-0.151302,-0.122205,-0.795569,-0.759814,-0.760563,-0.242739,-0.749632,-0.114833,-0.042135,0.038055,0.056213,0.04789,0.168355,0.172414,-0.021789,-0.689431,0.153353,0.632054,0.217141,0.219559,0.181703,0.044195,0.367946,0.405242,0,0.412495,0.212083,1.146844,0.812535,0.3677,8.9187,4.2872,3.8276,1.2194,40.925,85.1374,299.3263,-173.2639,0.0026,4.1286,4.7349,1.3782,2.2643,0.062322,-1.759845,1.822167,0.004771,0.067093,0.18415,0.066814,0.016251,0.04919,0.063793,4.216144,6.420947,4.919448,0.271456,0.422198,0.693654,0,0.028442,0.277904,6.6459,0.6866,4.0451,35.0611,3.6224,21.3402,3.1284,7.0114,1.5882,5.4437,0.0205,7.7122,6.1445,4.6929,1.2084,0.803,0.128074,0.758211,0.193467,5385100000,0.158768,0.208385,4265000000,0.33,4306000000,0.34,4275000000,0.33,0.28,0.28,0.28,,,0.52,0.12,0.35,,,1,0.376828874,71.12664761,16.1245155,7.08276253,4,1.041570498,45.31755475
310,372,Pierre Nanterme,ACN,Information Technology,Q4,2014,9/24/2014 15:17,1.116,1366,57,1,inf,3,1.811645669,1.68834036,1.608864281,1.707848885,1.51538297,0.975756364,0.90193044,0.902612518,0.193782828,0.802836107,12/18/2014 15:47,85,-0.012379642,-0.003126172,0.03138677,0.06477429,0.048706,3178035301,0.099704,1321380000,58.1247,1545992000,1632043301,2077300.8,-4963957000,4284952000,620743000,4905695000,316344000,-1177214000,3746693000,3746363000,26733000,26403000,-4963957000,6312070000,8.2786,4.8183,51161118045,46750463045,8.9255,15.3354,1.6051,17.3929,0.036134,0.057495,35.38,1.4667,9.5298,10.9104,14.7105,13.4106,28.6454,-0.001581,-0.008213,-0.10579,-0.106501,-0.083164,0.055389,-0.057778,6.882945,0.023844,0.028399,0.030072,0.00387,0.010449,0.01573,0.120069,0.7555,-0.355431,0.303829,0.153906,0.134919,0.134431,0.099639,0.696171,0.057072,0,0.16891,0.73899,1.002975,0.26101,1.832,8.8631,NA,40.5242,21.9046,41.1821,0,16.6632,24.5189,-0.9064,2.9708,2.9796,0.0042,0.0043,5.795274,-0.000391,5.795665,-5.252985,0.542289,1.235105,0.246279,0.182539,0.087162,0.495022,0.39513,1.201008,11.019918,5.20E-05,0.004183,0.004235,0,0.087658,0.908107,0.0054,-1.0119,0.0054,0.0084,-1.562,0.0083,6.3711,243.173,180.355,225.2204,162.4023,197.837,179.8843,92.6192,1.4592,1.0767,-0.036933,0.117544,0.117534,3178035301,0.099704,0.134831,634216250,4.64,692389966,4.52,633900000,4.64,0,,-0.01,0,0,0.09,,0.04,0.05,0.18,0,0.433589668,45.67274899,8.366600265,11,2.414213562,1.04868637,124.4818456
312,374,Pierre Nanterme,ACN,Information Technology,Q2,2015,3/26/2015 13:10,1.131,1075,44,1,inf,3,1.818640923,1.669789836,1.591008888,1.702212614,1.500124477,0.985816588,0.814579344,0.814993398,0.157251758,0.719419841,6/25/2015 13:13,91,0.000212947,0.002768313,0.020975298,0.024169506,0.071315,3281748913,0.100107,2462718000,14.4112,375872000,2905876913,4333912.5,-4086925000,4442212000,645031000,5087243000,314207000,-550006000,3514013000,3513822000,27224000,27033000,-4086925000,6576867000,8.8209,5.2318,56486750569,52958617569,9.4288,15.8972,1.7231,18.5775,0.023446,0.053829,21.5041,1.6155,10.4101,11.9217,16.1373,12.6494,18.2247,0.077722,0.07558,0.040996,0.045305,0.070455,0.287675,1.196024,0.180115,0.011232,0.011152,0.012077,0.009804,0.006406,0.01073,0.002132,0.113049,0.633073,0.298481,0.155182,0.136258,0.135506,0.099975,0.701519,0.054738,0,0.162222,0.734686,1.004224,0.265314,1.966,9.0108,NA,43.4238,23.945,40.507,0,15.2433,25.2637,-0.6312,2.7033,2.7147,0.0041,0.0042,1.442665,-0.001113,1.443778,-0.911322,0.531344,1.277431,0.266409,0.196554,0.086992,0.485121,0.397697,1.120669,13.324525,2.90E-05,0.00411,0.004139,0,0.084963,0.910897,0.0054,-0.8034,0.0053,0.0083,-1.2453,0.0082,7.3254,272.011,200.9521,252.7711,181.7122,256.3627,237.1228,177.9363,1.4689,1.0344,-0.016778,0.107192,0.107186,3281748913,0.100107,0.136079,628254759,4.82,679165137,4.71,627900000,4.82,-0.01,,-0.02,0.01,0,0.2,,-0.24,-0.23,0.02,0,0.407430976,46.33573135,8.124038405,11.86278049,3,1.039302181,124.6994845
313,375,Pierre Nanterme,ACN,Information Technology,Q3,2015,6/25/2015 13:13,1.177,1486,102,2,0,1,1.815363161,1.654394355,1.61865306,1.706930921,1.500569437,0.981669115,0.713899449,0.935233453,0.187504117,0.722073461,9/24/2015 11:25,90,-0.009702911,-0.026407922,0.037711313,-0.041212364,0.05412,3249137995,0.099007,2421114000,14.6796,371094000,2878043995,3305994.6,-4045117000,4399177000,636239000,5035416000,344272000,-847492000,3181080000,3181079000,27218000,27217000,-4045117000,6493449000,8.7208,4.783,60783605860,57293505860,10.2828,18.7486,1.8522,20.1472,0.03312,0.049635,23.6641,1.7458,11.3781,13.0237,17.6334,13.5229,19.9071,0.055593,0.057531,0.02633,0.032679,0.053933,0.36126,2.095755,0.18102,0.001064,-0.010188,-0.009688,-0.009937,-0.009637,-0.004246,0.011968,-0.009578,-0.016894,0.297815,0.153438,0.134735,0.134051,0.098906,0.702185,0.054496,0,0.16308,0.734829,1.00408,0.265171,1.9129,8.7258,NA,42.6486,23.0636,41.8299,0,15.8258,26.0041,-0.6455,2.7206,2.7317,0.0042,0.0042,1.453384,-0.000812,1.454197,-0.938644,0.51474,1.287389,0.256429,0.1892,0.086959,0.469979,0.416987,1.170736,12.306441,0,0.004191,0.004192,0,0.085473,0.910335,0.0054,-0.8033,0.0054,0.0084,-1.245,0.0084,7.3495,273.7339,202.174,252.3119,180.752,263.6278,242.2059,179.0831,1.4033,0.9819,-0.025825,0.096933,0.096933,3296447741,0.100449,0.134598,625969418,4.8,677825768,4.69,625000000,4.8,0,,0.01,0.02,0.01,0.47,,0.45,0.44,0.26,0,0.417133072,51.35172831,11,11.72380529,1,1.050164716,109.8631925
314,376,Pierre Nanterme,ACN,Information Technology,Q4,2015,9/24/2015 11:25,1.167,1505,101,1,inf,3,1.810791629,1.668206575,1.604623738,1.711399082,1.515656198,0.974192015,0.80536797,0.885231629,0.219247363,0.804178638,12/17/2015 13:04,84,-0.014436763,0.000813339,0.078588857,0.092517283,0.03262,3292597293,0.100035,2266765000,18.3462,945385000,2347212293,18808292.8,-4380806000,4391117000,645923000,5037040000,389233000,-2152298000,2210916000,2209068000,27435000,25587000,-4380806000,6675006000,9.0367,4.7202,59745349673,55878389673,9.7405,18.6477,1.8152,19.5657,0.033742,0.05111,24.6512,1.6977,11.0935,12.7253,16.9709,13.3803,23.8063,0.026774,0.024776,0.036048,0.030804,0.053097,0.197952,0.438205,0.715453,0.002962,0.000323,-0.001832,0.013376,0.008613,0.014925,-0.014303,-0.184442,-0.063751,0.298023,0.153034,0.13477,0.13341,0.099464,0.701977,0.054807,0,0.163253,0.742267,1.004421,0.257733,1.8218,8.5487,NA,41.2635,20.856,42.6967,0,17.501,25.1958,-0.7226,2.7939,2.8062,0.0038,0.0041,1.835264,-0.004025,1.83929,-1.328992,0.506273,1.308315,0.243052,0.181207,0.082514,0.464498,0.413426,1.162708,10.729211,0.000277,0.003833,0.00411,0,0.076981,0.918909,0.0054,-0.8697,0.0051,0.0083,-1.3305,0.0078,6.8882,301.2153,225.8607,274.5153,199.1607,286.4702,259.7702,161.0106,1.2602,0.9662,-0.065391,0.067172,0.067115,3340385899,0.101487,0.134,626799586,4.87,678757070,4.76,627000000,4.87,0.01,,0.01,0.02,-0.01,-0.14,,-0.36,-0.01,0.01,0,0.376828874,44.37341546,9.539392014,12.22497216,2,1.085891543,128.3848651
315,377,Pierre Nanterme,ACN,Information Technology,Q1,2016,12/17/2015 13:04,1.138,1843,68,3,2,2.333333333,1.814820553,1.665117467,1.622364292,1.701102702,1.512029938,0.980891298,0.786612082,0.945102269,0.150629725,0.785911328,3/24/2016 14:31,98,-0.011635799,0.01066615,0.006690585,-0.034713468,0.019091,3266706176,0.09888,3312967000,13.7055,1804940000,1461766176,16478176.3,-3092445000,4431676000,661286000,5092962000,432487000,-923423000,2152498000,2150650000,27655000,25807000,-3092445000,6433067000,8.7895,3.5433,67927902830,65340444830,11.5124,28.558,2.0561,22.3377,0.031031,0.044767,19.7226,1.9778,12.8296,14.744,20.0019,16.5565,44.6997,0.012288,0.009677,0.005175,-0.001943,0.019313,-0.055348,-0.440094,1.196888,0.003729,0.011102,0.009237,-0.007863,-0.007197,-0.002101,-0.054989,-0.377233,0.46154,0.297619,0.154159,0.135285,0.134142,0.098381,0.702381,0.055253,0,0.162334,0.730902,1.00343,0.269098,1.8548,8.427,NA,42.7802,22.7264,43.3134,0,16.0606,27.2528,-0.6119,2.8679,2.8777,0.004,0.0043,1.3552,-0.004336,1.359536,-0.831889,0.523311,0.606417,0.248803,0.182475,0.083712,0.479504,0.429327,1.180238,9.125176,0.000287,0.004012,0.004299,0,0.078499,0.917202,0.0054,-0.6072,0.0051,0.0085,-0.9467,0.0079,7.366,280.1489,206.5052,252.8092,179.1655,249.4797,222.14,92.4057,1.2538,0.8424,-0.027951,0.065154,0.065098,3313763082,0.100304,0.134602,626463124,4.86,671300744,4.75,625100000,4.86,0.24,,0.23,0.22,0.24,0.2,,0.11,0.12,-0.01,0,0.421900462,44.17012565,9.433981132,13.88409873,3,1.026818213,136.644626
316,378,Pierre Nanterme,ACN,Information Technology,Q2,2016,3/24/2016 14:31,1.13,1327,56,4,0.333333333,1.5,1.825249002,1.664315645,1.601856799,1.666593174,1.51952895,0.991783445,0.781576794,0.872762427,0.028598589,0.822606059,6/23/2016 14:38,91,-0.002272131,0.016778817,0.009787643,0.039412741,0.021971,3499522274,0.104455,4303650000,9.9027,1840932000,1658590274,-407371725.6,-3069866000,5052559000,681795000,5734354000,499054000,69926000,3107405000,3105621000,28650000,26866000,-3069866000,7402166000,10.1952,4.9545,63218000358,60709989358,9.2808,19.0977,1.887,17.194,0.033185,0.05816,14.1066,1.8121,10.5871,12.0157,17.3481,15.1418,36.6034,0.127203,0.137397,0.066359,0.192066,0.220807,-0.042332,-0.429229,0.74752,0.014089,0.125937,0.140101,0.071269,0.202037,0.210526,0.01594,0.134648,0.299032,0.297339,0.171161,0.135405,0.150811,0.116615,0.702661,0.055395,0,0.161934,0.771426,1.002365,0.228574,1.9068,8.7312,NA,42.3462,22.5501,41.8039,0,16.1862,25.6177,-0.514,2.5238,2.5298,0.0036,0.0039,1.034387,0.113842,0.920545,-0.473179,0.561208,0.490245,0.287573,0.222366,0.080488,0.516037,0.357166,1.040305,8.034056,0.000241,0.003629,0.00387,0,0.075904,0.920225,0.005,-0.5353,0.0047,0.0082,-0.8772,0.0077,7.6414,307.0158,212.6464,276.6911,182.3217,243.6306,213.3058,100.7833,1.4101,0.9274,0.002087,0.092751,0.092698,3549188244,0.105938,0.151168,626523793,5.88,668125087,5.75,625700000,5.88,0.01,,,0.25,-0.01,-0.34,,,-0.32,0.17,0,0.317804972,48.3011387,9.899494937,11.90871211,2,1.028368651,121.9725901
317,379,Pierre Nanterme,ACN,Information Technology,Q3,2016,6/23/2016 14:38,1.169,1310,90,8,2.142857143,2.363636364,1.811283413,1.659564762,1.583546049,1.69270911,1.506439429,0.975102822,0.750374451,0.767063028,0.106589467,0.755889859,3/23/2017 13:17,272,-0.011705241,0.004611155,0.01622772,0.021548284,0.042032,3610351928,0.105576,4102257000,10.4843,1681143000,1929208928,-396595072.4,-3604301000,5212615000,709400000,5922015000,478627000,-83797000,3416950000,3414878000,28873000,26801000,-3604301000,7735431000,10.6952,5.3859,75538038259,72512970259,10.5984,21.0461,2.2089,19.9821,0.019409,0.050045,17.6764,2.1205,12.2446,13.9111,20.0847,17.306,37.5869,0.176073,0.184907,0.111172,0.23449,0.26226,-0.011025,-0.329681,0.694368,0.020714,0.032726,0.031678,0.03167,0.025609,0.029565,0.04505,0.163162,-0.046796,0.29612,0.173176,0.1377,0.152431,0.117174,0.70388,0.054199,0,0.15842,0.766715,1.002591,0.233285,1.8738,8.5271,NA,41.8059,22.143,42.8047,0,16.4837,26.321,-0.5397,2.5753,2.582,0.0035,0.0037,1.106898,0.103693,1.003205,-0.541455,0.565442,0.591476,0.285625,0.21956,0.08003,0.52019,0.358911,1.015038,8.754318,0.000268,0.003465,0.003733,0,0.074881,0.921387,0.0049,-0.6086,0.0045,0.008,-0.9983,0.0074,7.9391,323.0025,223.7174,293.3442,194.059,259.6389,229.9805,119.5445,1.4184,0.9563,-0.00245,0.099921,0.09986,3610351928,0.105576,0.152826,623725913,6.05,666403323,5.92,623100000,6.05,0.02,,0.02,0.01,0.02,-0.17,,,-0.01,-0.12,0,0.428952212,57.94825278,12.28820573,10.2736185,4.872983346,1.039751648,108.807108
318,380,Al Walker,APC,Energy,Q2,2014,7/30/2014 14:07,1.16,2373,76,3,2.5,2.428571429,1.820231519,1.669501953,1.562384071,1.725399894,1.508002844,0.987519177,0.812924888,0.600629064,0.33630951,0.76450718,10/29/2014 17:10,91,-0.020982225,-0.020524097,-0.016034451,-0.095931831,0.268611,8944628993,0.505175,29221000000,0.5722,-3445000000,12389628993,11806628993,8049000000,-909000000,4137000000,3228000000,5855000000,-7145000000,-1780000000,-1780000000,13414000000,13414000000,8049000000,34586000000,38.1282,27.0927,52964279598,62854279598,2.7399,3.8559,2.9913,NA,0.008615,-0.057208,2.151,3.5499,19.4716,NA,7.027,7.7848,5.0731,-0.600149,-1.221491,3.592406,-2.612394,-2.778107,-0.14597,3.769461,-0.105461,0.059795,-0.180295,-8.989011,-0.345969,-0.319502,-0.298056,-0.00493,-0.286811,0.023073,0.821755,0.182311,0.28736,-0.051339,-0.16164,0.178245,0.070428,0,0.534395,1.757985,1.790979,-0.757985,0.3114,12.5664,NA,0.4355,0.8688,29.0458,0,420.1085,-391.0627,0.3789,2.5337,4.5378,0.6336,0.6336,0.289063,1.388525,-1.099462,-0.416601,-0.127537,0.400395,-0.015987,-0.050337,0.074887,-0.117986,-0.210342,-0.210342,1.378992,0,0.387845,0.387845,0,0.05323,0.558926,4.1555,2.4935,4.1555,1.4997,0.8999,1.4997,1.3485,-1.2643,12.4404,-9.4075,4.2971,11.2295,3.0862,17.2318,0.8346,0.7848,-0.403536,-0.100531,-0.100531,4310600000,0.243454,-0.091946,505000000,NA,507000000,NA,504400000,NA,0.01,,0,0.01,0,0.09,,-0.06,-0.2,0.04,0,0.401248053,56.32051136,10.72380529,15.24780685,3.236067977,1.042956551,178.8390735
319,381,Al Walker,APC,Energy,Q3,2014,10/29/2014 17:10,1.163,1961,108,6,1.8,2.285714286,1.808285732,1.673775886,1.540119292,1.707927926,1.520838303,0.969107395,0.836546071,0.403626696,0.194329381,0.828580175,2/3/2015 15:28,96,-0.015516672,0.004952129,-0.171893914,-0.165841312,0.30865,37274403786,1.969377,28956000000,0.605,-4653000000,41927403786,39212403786,6393000000,429000000,4304000000,4733000000,4797000000,-7579000000,756000000,756000000,14728000000,14728000000,6393000000,37291000000,40.7028,29.874,49300036815,57579036815,2.3843,3.2486,2.6047,NA,0.011129,-0.043103,1.9885,3.0422,12.1654,134.2169,1.5447,6.6813,1.3733,-0.41962,-0.897098,18.353603,-2.044181,-2.214286,-0.04287,29.897876,-0.138445,0.06896,0.466233,1.471947,3.167239,0.322851,0.292845,0.067377,2.384073,-0.009069,0.827072,0.250066,0.322132,0.022666,-0.102393,0.172928,0.072542,0,0.504782,6.113565,-0.738928,-5.113565,0.3264,14.4702,NA,0.464,0.9737,25.2243,0,374.8694,-349.6451,0.3465,2.4957,-1.8441,0.6528,0.6528,1.191542,4.870804,-3.679262,-1.274961,-0.083419,1.340283,0.007399,-0.033426,0.074143,-0.077234,-0.341589,-0.341589,1.79654,0,0.394948,0.394948,0,0.050575,0.554477,3.1118,1.3507,3.1118,0.3951,0.1715,0.3951,1.4182,0.5751,49.9657,-5.8552,43.5354,11.5523,5.122,56.203,1.0688,1.0058,-0.400433,0.039943,0.039943,4918900000,0.259888,-0.016749,506000000,NA,508000000,NA,510300000,NA,0.02,,0.01,-0.01,0.01,-0.01,,-0.24,-0.24,-0.16,0,0.346410162,67.90434449,12.76714533,14.3041347,4,1.057302294,158.038715
320,382,R. A. Walker,APC,Energy,Q4,2014,2/3/2015 15:28,1.138,2735,119,13,0.75,1.857142857,1.800992823,1.671216847,1.532841296,1.713956281,1.529161065,0.949435852,0.822645576,0.341978871,0.238724054,0.863506579,5/5/2015 9:00,90,-0.010010726,0.005124538,-0.015731141,0.059468478,0.266717,-1.56387E+11,-8.467073,30288000000,0.579,-3229000000,-1.53158E+11,-1.54824E+11,7970000000,826000000,4550000000,5376000000,4540000000,-7104000000,265000000,265000000,15092000000,15092000000,7723000000,37410000000,38.9822,26,40077947762,50393947762,2.0318,3.0464,2.1699,NA,0.014772,-0.043665,1.6638,2.7284,9.3739,61.0096,NA,5.9525,NA,-0.199881,-0.704155,-106.010715,-2.660999,-3.196203,-0.04748,-235.815898,-0.096339,-0.024145,0.135855,0.925408,-5.195556,0.193498,0.183529,-0.017638,-4.652929,0.046001,0.820411,0.291067,0.292528,0.044721,-0.084624,0.179589,0.080184,0,0.527883,-28.944444,0.065375,29.944444,0.3164,14.2132,NA,0.4477,0.9197,25.6804,0,396.8563,-371.1759,0.388,2.5398,0.166,0.6762,0.6762,-4.902024,-17.359851,12.457827,4.834021,-0.068004,-4.80081,0.01415,-0.026776,0.095414,-0.061515,-0.461292,-0.461292,1.864758,0,0.403422,0.403422,0,0.069313,0.527265,2.8073,1.4366,2.8073,-0.0965,-0.0494,-0.0965,1.2535,1.0699,-202.5736,-4.8109,-208.4544,10.9663,5.0855,-198.391,1.0259,0.967,-0.384624,0.014348,0.014348,4367300000,0.236454,0.002924,506000000,NA,506000000,NA,504300000,NA,0,0,0.03,0.03,,-0.33,-0.52,-0.57,-0.64,,0,0.356370594,68.43244844,12.68857754,12.74734012,4,1.042030435,130.4122859
